OrderID,ProductLineName,OrderNumber,CustomerID,CustomerAccountID,OrderDate,OrderStatus,SubTotal,TaxAmount,OrderTotal,PaymentMethod,IsoCurrencyCode,CreatedBy
0ab44397-6687-44de-83e0-ff2463424997,Camping,F100000,CID-001,CA-0001,2025-01-06,Shipped,579.96,50.75,630.71,VISA,USD,SampleGen
2f36e912-457d-4fcd-9797-20f2c6e64921,Camping,F100001,CID-001,CA-0001,2025-02-02,Completed,1829.92,160.12,1990.04,VISA,USD,SampleGen
506b65cc-f39a-4e1f-964e-b57d7bf8b3d6,Camping,F100002,CID-001,CA-0001,2025-03-20,Shipped,719.96,62.99,782.95,MC,USD,SampleGen
46fed8c8-a4a9-47bf-a724-ba0a11fc627f,Camping,F100003,CID-001,CA-0001,2025-04-16,Pending,1469.93,128.61,1598.54,MC,USD,SampleGen
a1c419db-94da-4680-8e5f-a3f098f8f439,Camping,F100004,CID-001,CA-0001,2025-05-03,Shipped,949.94,83.12,1033.06,VISA,USD,SampleGen
9b5e452d-1643-43b0-8d54-e695af1781d7,Camping,F100005,CID-001,CA-0001,2025-06-10,Shipped,149.99,13.12,163.11,AmEx,USD,SampleGen
89bd54e0-5a74-4602-bf3b-a9164d35b3e1,Camping,F100006,CID-001,CA-0001,2025-07-21,Completed,829.95,72.62,902.57,VISA,USD,SampleGen
137e5f77-bedc-4ab7-bb8c-7d90647cc25a,Camping,F100007,CID-001,CA-0001,2025-08-16,Completed,1329.95,116.37,1446.32,MC,USD,SampleGen
a8045dcb-d9df-4909-b128-01900b4ad46b,Camping,F100008,CID-001,CA-0001,2025-09-05,Completed,1659.92,145.23,1805.15,AmEx,USD,SampleGen
a4240af9-a428-4b9e-819d-a9ff3c72ece3,Camping,F100009,CID-001,CA-0001,2025-10-19,Completed,1069.93,93.62,1163.55,AmEx,USD,SampleGen
8a98ada3-b218-4418-8fee-0aa8b07f404b,Camping,F100010,CID-001,CA-0001,2025-11-04,Completed,539.94,47.24,587.18,MC,USD,SampleGen
2c311fc3-8d9d-48a7-9af5-5b95bf5790ae,Camping,F100011,CID-001,CA-0001,2025-12-12,Completed,528.72,46.26,574.98,VISA,USD,SampleGen
d2594c20-5e3a-43c1-9df6-e81d4239a1c3,Camping,F100012,CID-001,CA-0001,2025-12-23,Completed,269.97,23.62,293.59,MC,USD,SampleGen
5edfa74d-f128-4df9-815b-f5aa82792038,Camping,F100013,CID-001,CA-0001,2026-01-12,Completed,1349.97,118.12,1468.09,MC,USD,SampleGen
