InvoiceID,InvoiceNumber,CustomerID,OrderID,InvoiceDate,DueDate,SubTotal,TaxAmount,TotalAmount,InvoiceStatus,CreatedBy
c251b34f-48bc-4aba-b0f9-999f8a5cb4a3,IN-F100000,CID-001,0ab44397-6687-44de-83e0-ff2463424997,2025-01-07,2025-01-07,579.96,50.75,630.71,Issued,SampleGen
59a25a8b-9a51-433c-8b6c-2c5e1c527c0e,IN-F100001,CID-001,2f36e912-457d-4fcd-9797-20f2c6e64921,2025-02-03,2025-02-03,1829.92,160.12,1990.04,Issued,SampleGen
15eec9ae-6829-434a-9960-f86c6348c180,IN-F100002,CID-001,506b65cc-f39a-4e1f-964e-b57d7bf8b3d6,2025-03-21,2025-03-21,719.96,62.99,782.95,Issued,SampleGen
6164cc89-a7ff-4088-90a5-627349b3c0f1,IN-F100003,CID-001,46fed8c8-a4a9-47bf-a724-ba0a11fc627f,2025-04-17,2025-04-17,1469.93,128.61,1598.54,Issued,SampleGen
027b26bb-9868-4a40-baa7-9237f269bac5,IN-F100004,CID-001,a1c419db-94da-4680-8e5f-a3f098f8f439,2025-05-04,2025-05-04,949.94,83.12,1033.06,Issued,SampleGen
f88d1d32-415b-401f-bb49-e677d69a10e0,IN-F100005,CID-001,9b5e452d-1643-43b0-8d54-e695af1781d7,2025-06-11,2025-06-11,149.99,13.12,163.11,Issued,SampleGen
bde94cff-cc0e-469e-9ab3-b86412dc80dd,IN-F100006,CID-001,89bd54e0-5a74-4602-bf3b-a9164d35b3e1,2025-07-22,2025-07-22,829.95,72.62,902.57,Issued,SampleGen
126bdfb3-17ac-4dce-a0d7-4c55c8933949,IN-F100007,CID-001,137e5f77-bedc-4ab7-bb8c-7d90647cc25a,2025-08-17,2025-08-17,1329.95,116.37,1446.32,Issued,SampleGen
e2cbd1df-bf3a-4eb5-8617-7cac2474cff6,IN-F100008,CID-001,a8045dcb-d9df-4909-b128-01900b4ad46b,2025-09-06,2025-09-06,1659.92,145.23,1805.15,Issued,SampleGen
bd791f79-7795-4c0a-b41d-5b370a434105,IN-F100009,CID-001,a4240af9-a428-4b9e-819d-a9ff3c72ece3,2025-10-20,2025-10-20,1069.93,93.62,1163.55,Issued,SampleGen
88aa7b69-776c-4e07-bbb4-1f9c3dc14689,IN-F100010,CID-001,8a98ada3-b218-4418-8fee-0aa8b07f404b,2025-11-05,2025-11-05,539.94,47.24,587.18,Issued,SampleGen
efef7f6d-04b6-4edc-a0e4-5b90ff18802a,IN-F100011,CID-001,2c311fc3-8d9d-48a7-9af5-5b95bf5790ae,2025-12-13,2025-12-13,528.72,46.26,574.98,Issued,SampleGen
08466744-5ee9-49b5-9f35-c674f3a74ab0,IN-F100012,CID-001,d2594c20-5e3a-43c1-9df6-e81d4239a1c3,2025-12-24,2025-12-24,269.97,23.62,293.59,Issued,SampleGen
b2373f28-d34e-4469-97eb-871a27acd60b,IN-F100013,CID-001,5edfa74d-f128-4df9-815b-f5aa82792038,2026-01-13,2026-01-13,1349.97,118.12,1468.09,Issued,SampleGen
9172d57a-6db8-4f15-943b-608b1d7a9f5a,IN-F100014,CID-001,9cf61c86-ac1a-484d-8353-f8bbe28eb700,2026-01-16,2026-01-16,2059.92,180.24,2240.16,Issued,SampleGen
6dbb60b6-0346-46e2-b8a0-01ab936974cf,IN-F100015,CID-001,2b0d155f-e13a-4db9-b3b9-f9748d88e8ea,2026-02-04,2026-02-04,569.95,49.87,619.82,Issued,SampleGen
36ccf26a-556f-4b9a-8322-4b5429dead52,IN-F100016,CID-001,087e470a-fe83-4e24-8784-41e64f73b2b6,2026-02-18,2026-02-18,299.98,26.25,326.23,Issued,SampleGen
6bb155dd-442b-4d03-9f66-88e33ccb1777,IN-F100017,CID-001,62bf592f-5375-4201-b1c4-cc922d5aa9e1,2026-03-16,2026-03-16,979.93,85.74,1065.67,Issued,SampleGen
d47e5faa-3604-4801-bccc-ccac7a3e8f7f,IN-F100018,CID-001,58ec444e-9dc1-4125-8d5a-f8a9675f77b0,2026-03-30,2026-03-30,689.96,60.37,750.33,Issued,SampleGen
3bb978fb-7d28-4185-bf89-fb7b6d8b218e,IN-F100019,CID-001,2c6fa827-8685-4914-b4d3-fc9d82233411,2026-04-20,2026-04-20,299.98,26.25,326.23,Issued,SampleGen
b6748cad-0805-41bc-8496-f2a1dbc6383b,IN-F100020,CID-001,37462b6b-108e-4502-9648-b8f11acf6da7,2026-04-28,2026-04-28,1699.92,148.74,1848.66,Issued,SampleGen
83ad7bd8-a85c-4af7-aa1f-205c1d6d854f,IN-F100021,CID-002,86fe2377-2789-4533-aad6-4490bc796f4d,2025-01-19,2025-01-19,984.92,86.18,1071.1,Issued,SampleGen
e47ba264-0a29-43c8-832b-87f0a369bd9f,IN-F100022,CID-002,27746c6d-b72d-44b5-9081-a0433a464ec0,2025-02-15,2025-02-15,1379.89,120.74,1500.63,Issued,SampleGen
9a78dbdf-703f-4a7d-b5ea-5c0176bd09b5,IN-F100023,CID-002,4618b6c2-2e51-4903-a3cd-4acd351958d0,2025-03-25,2025-03-25,449.99,39.37,489.36,Issued,SampleGen
07bfd0af-ef39-450d-a4ed-b4889cd3fc49,IN-F100024,CID-002,2cd806fd-1a92-4ad8-b73a-76e20958bff7,2025-04-28,2025-04-28,659.94,57.74,717.68,Issued,SampleGen
