PaymentID,InvoiceID,CustomerID,PaymentDate,PaymentAmount,PaymentMethod,PaymentStatus,CreatedBy
4079dffe-a9f4-41cb-b0cc-78e3b9bf6f35,c251b34f-48bc-4aba-b0f9-999f8a5cb4a3,CID-001,2025-01-07,630.71,VISA,Completed,SampleGen
e819477e-ec0a-4a86-9241-f690b3b782ea,59a25a8b-9a51-433c-8b6c-2c5e1c527c0e,CID-001,2025-02-03,1990.04,VISA,Completed,SampleGen
45529d11-1c7d-40e1-8efe-b25de745e07f,15eec9ae-6829-434a-9960-f86c6348c180,CID-001,2025-03-21,782.95,MC,Completed,SampleGen
c8c05865-5e3e-47a9-a6c3-18d62a841bfc,6164cc89-a7ff-4088-90a5-627349b3c0f1,CID-001,2025-04-17,1598.54,MC,Completed,SampleGen
6c3707cd-7cd9-4a7a-b2a0-3ff3477a2e46,027b26bb-9868-4a40-baa7-9237f269bac5,CID-001,2025-05-04,1033.06,VISA,Completed,SampleGen
79f615fe-b830-498f-ad09-844c303b3047,f88d1d32-415b-401f-bb49-e677d69a10e0,CID-001,2025-06-11,163.11,AmEx,Completed,SampleGen
d1af9e28-3216-4e86-820c-db4372c5b1e8,bde94cff-cc0e-469e-9ab3-b86412dc80dd,CID-001,2025-07-22,902.57,VISA,Completed,SampleGen
ea7e79ef-6d5f-47ee-9c2d-7c0be946714c,126bdfb3-17ac-4dce-a0d7-4c55c8933949,CID-001,2025-08-17,1446.32,MC,Completed,SampleGen
316a0f8f-c932-45ae-94b7-7b43ec94d349,e2cbd1df-bf3a-4eb5-8617-7cac2474cff6,CID-001,2025-09-06,1805.15,AmEx,Completed,SampleGen
4619d7ed-5ebf-40c9-bc47-5b6cf821460f,bd791f79-7795-4c0a-b41d-5b370a434105,CID-001,2025-10-20,1163.55,AmEx,Completed,SampleGen
c48a2507-e8e4-4bd7-b2f5-4d26faa6adb7,88aa7b69-776c-4e07-bbb4-1f9c3dc14689,CID-001,2025-11-05,587.18,MC,Completed,SampleGen
6fd90840-7a4a-4358-a9cc-ae4a7f9838eb,efef7f6d-04b6-4edc-a0e4-5b90ff18802a,CID-001,2025-12-13,574.98,VISA,Completed,SampleGen
7f0b4ff2-a962-4021-9976-77713321c041,08466744-5ee9-49b5-9f35-c674f3a74ab0,CID-001,2025-12-24,293.59,MC,Completed,SampleGen
f2e23375-9083-429c-943b-ae386a41f6e2,b2373f28-d34e-4469-97eb-871a27acd60b,CID-001,2026-01-13,1468.09,MC,Completed,SampleGen
06d2cd01-3e92-4ebb-8e31-43b9b49646c4,9172d57a-6db8-4f15-943b-608b1d7a9f5a,CID-001,2026-01-16,2240.16,AmEx,Completed,SampleGen
25b124e3-95e5-496d-b92d-3758f3fdfe1f,6dbb60b6-0346-46e2-b8a0-01ab936974cf,CID-001,2026-02-04,619.82,VISA,Completed,SampleGen
673cf43a-3434-4ef6-ab71-256e958576a5,36ccf26a-556f-4b9a-8322-4b5429dead52,CID-001,2026-02-18,326.23,VISA,Completed,SampleGen
44daea56-320a-48b2-9079-a29d2f30b426,6bb155dd-442b-4d03-9f66-88e33ccb1777,CID-001,2026-03-16,1065.67,MC,Completed,SampleGen
eb44cec3-98d1-4016-8c8d-482b4bbd6545,d47e5faa-3604-4801-bccc-ccac7a3e8f7f,CID-001,2026-03-30,750.33,MC,Completed,SampleGen
87a4a7fc-1a0d-43f3-99cf-1307b3273711,3bb978fb-7d28-4185-bf89-fb7b6d8b218e,CID-001,2026-04-20,326.23,MC,Completed,SampleGen
